ID,obrorgan,pinadleg,code,name_code,stroka,name_stroka,datee,vypusk,tk,tk_spec,tk__month,Indivpred,samozan,teach,army_priz,army_contr,decret,neformal,szn,no_motiv,drugoe,smert,nakazan,pereezd,uxod,inostran,inoe,will_trud,will_individpred,will_samozan,will_army_priz,will_army_contract,will_teach
2894,ГАПОУ СО Уральский государственный колледж имени И.И. Ползунова,Министерство образования и молодежной политики,43.02.11,Гостиничный сервис,4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2895,ГАПОУ СО Уральский государственный колледж имени И.И. Ползунова,Министерство образования и молодежной политики,43.02.11,Гостиничный сервис,5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2896,ГАПОУ СО Уральский государственный колледж имени И.И. Ползунова,Министерство образования и молодежной политики,08.02.01,Строительство и эксплуатация зданий и сооружений,1,Всего,44835,11,8,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2897,ГАПОУ СО Уральский государственный колледж имени И.И. Ползунова,Министерство образования и молодежной политики,08.02.01,Строительство и эксплуатация зданий и сооружений,2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2898,ГАПОУ СО Уральский государственный колледж имени И.И. Ползунова,Министерство образования и молодежной политики,08.02.01,Строительство и эксплуатация зданий и сооружений,3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2899,ГАПОУ СО Уральский государственный колледж имени И.И. Ползунова,Министерство образования и молодежной политики,08.02.01,Строительство и эксплуатация зданий и сооружений,4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2900,ГАПОУ СО Уральский государственный колледж имени И.И. Ползунова,Министерство образования и молодежной политики,08.02.01,Строительство и эксплуатация зданий и сооружений,5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2901,ГАПОУ СО Уральский государственный колледж имени И.И. Ползунова,Министерство образования и молодежной политики,40.02.01,Право и организация социального обеспечения,1,Всего,44835,52,45,37,0,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2902,ГАПОУ СО Уральский государственный колледж имени И.И. Ползунова,Министерство образования и молодежной политики,40.02.01,Право и организация социального обеспечения,2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2903,ГАПОУ СО Уральский государственный колледж имени И.И. Ползунова,Министерство образования и молодежной политики,40.02.01,Право и организация социального обеспечения,3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2904,ГАПОУ СО Уральский государственный колледж имени И.И. Ползунова,Министерство образования и молодежной политики,40.02.01,Право и организация социального обеспечения,4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2905,ГАПОУ СО Уральский государственный колледж имени И.И. Ползунова,Министерство образования и молодежной политики,40.02.01,Право и организация социального обеспечения,5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2906,ГАПОУ СО Уральский государственный колледж имени И.И. Ползунова,Министерство образования и молодежной политики,42.02.01,Реклама,1,Всего,44835,16,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2907,ГАПОУ СО Уральский государственный колледж имени И.И. Ползунова,Министерство образования и молодежной политики,42.02.01,Реклама,2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2908,ГАПОУ СО Уральский государственный колледж имени И.И. Ползунова,Министерство образования и молодежной политики,42.02.01,Реклама,3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2909,ГАПОУ СО Уральский государственный колледж имени И.И. Ползунова,Министерство образования и молодежной политики,42.02.01,Реклама,4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2910,ГАПОУ СО Уральский государственный колледж имени И.И. Ползунова,Министерство образования и молодежной политики,42.02.01,Реклама,5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2911,ГАПОУ СО Уральский государственный колледж имени И.И. Ползунова,Министерство образования и молодежной политики,08.02.09,Монтаж; наладка и эксплуатация электрооборудования промышленных и гражданских зданий,1,Всего,44835,38,18,15,15,0,0,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"2912,ГАПОУ СО Уральский государственный колледж имени И.И. Ползунова,Министерство образования и молодежной политики,08.02.09,Монтаж; наладка и эксплуатация электрооборудования промышленных и гражданских зданий,2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"2913,ГАПОУ СО Уральский государственный колледж имени И.И. Ползунова,Министерство образования и молодежной политики,08.02.09,Монтаж; наладка и эксплуатация электрооборудования промышленных и гражданских зданий,3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"2914,ГАПОУ СО Уральский государственный колледж имени И.И. Ползунова,Министерство образования и молодежной политики,08.02.09,Монтаж; наладка и эксплуатация электрооборудования промышленных и гражданских зданий,4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"2915,ГАПОУ СО Уральский государственный колледж имени И.И. Ползунова,Министерство образования и молодежной политики,08.02.09,Монтаж; наладка и эксплуатация электрооборудования промышленных и гражданских зданий,5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2916,ГАПОУ СО Уральский государственный колледж имени И.И. Ползунова,Министерство образования и молодежной политики,13.02.11,Техническая эксплуатация и обслуживание электрического и электромеханического оборудования (по отраслям),1,Всего,44835,7,4,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2917,ГАПОУ СО Уральский государственный колледж имени И.И. Ползунова,Министерство образования и молодежной политики,13.02.11,Техническая эксплуатация и обслуживание электрического и электромеханического оборудования (по отраслям),2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2918,ГАПОУ СО Уральский государственный колледж имени И.И. Ползунова,Министерство образования и молодежной политики,13.02.11,Техническая эксплуатация и обслуживание электрического и электромеханического оборудования (по отраслям),3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2919,ГАПОУ СО Уральский государственный колледж имени И.И. Ползунова,Министерство образования и молодежной политики,13.02.11,Техническая эксплуатация и обслуживание электрического и электромеханического оборудования (по отраслям),4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2920,ГАПОУ СО Уральский государственный колледж имени И.И. Ползунова,Министерство образования и молодежной политики,13.02.11,Техническая эксплуатация и обслуживание электрического и электромеханического оборудования (по отраслям),5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2921,ГАПОУ СО Уральский государственный колледж имени И.И. Ползунова,Министерство образования и молодежной политики,15.01.05,Сварщик (ручной и частично механизированной сварки (наплавки),1,Всего,44835,11,3,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2922,ГАПОУ СО Уральский государственный колледж имени И.И. Ползунова,Министерство образования и молодежной политики,15.01.05,Сварщик (ручной и частично механизированной сварки (наплавки),2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2923,ГАПОУ СО Уральский государственный колледж имени И.И. Ползунова,Министерство образования и молодежной политики,15.01.05,Сварщик (ручной и частично механизированной сварки (наплавки),3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2924,ГАПОУ СО Уральский государственный колледж имени И.И. Ползунова,Министерство образования и молодежной политики,15.01.05,Сварщик (ручной и частично механизированной сварки (наплавки),4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2925,ГАПОУ СО Уральский государственный колледж имени И.И. Ползунова,Министерство образования и молодежной политики,15.01.05,Сварщик (ручной и частично механизированной сварки (наплавки),5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2926,ГАПОУ СО Уральский государственный колледж имени И.И. Ползунова,Министерство образования и молодежной политики,15.02.01,Монтаж и техническая эксплуатация промышленного оборудования (по отраслям),1,Всего,44835,12,8,7,8,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2927,ГАПОУ СО Уральский государственный колледж имени И.И. Ползунова,Министерство образования и молодежной политики,15.02.01,Монтаж и техническая эксплуатация промышленного оборудования (по отраслям),2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2928,ГАПОУ СО Уральский государственный колледж имени И.И. Ползунова,Министерство образования и молодежной политики,15.02.01,Монтаж и техническая эксплуатация промышленного оборудования (по отраслям),3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2929,ГАПОУ СО Уральский государственный колледж имени И.И. Ползунова,Министерство образования и молодежной политики,15.02.01,Монтаж и техническая эксплуатация промышленного оборудования (по отраслям),4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2930,ГАПОУ СО Уральский государственный колледж имени И.И. Ползунова,Министерство образования и молодежной политики,15.02.01,Монтаж и техническая эксплуатация промышленного оборудования (по отраслям),5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2931,ГАПОУ СО Уральский государственный колледж имени И.И. Ползунова,Министерство образования и молодежной политики,19.02.10,Технология продукции общественного питания,1,Всего,44835,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2932,ГАПОУ СО Уральский государственный колледж имени И.И. Ползунова,Министерство образования и молодежной политики,19.02.10,Технология продукции общественного питания,2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2933,ГАПОУ СО Уральский государственный колледж имени И.И. Ползунова,Министерство образования и молодежной политики,19.02.10,Технология продукции общественного питания,3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2934,ГАПОУ СО Уральский государственный колледж имени И.И. Ползунова,Министерство образования и молодежной политики,19.02.10,Технология продукции общественного питания,4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2935,ГАПОУ СО Уральский государственный колледж имени И.И. Ползунова,Министерство образования и молодежной политики,19.02.10,Технология продукции общественного питания,5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2936,ГАПОУ СО Уральский государственный колледж имени И.И. Ползунова,Министерство образования и молодежной политики,22.02.02,Металлургия цветных металлов,1,Всего,44835,8,6,6,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2937,ГАПОУ СО Уральский государственный колледж имени И.И. Ползунова,Министерство образования и молодежной политики,22.02.02,Металлургия цветных металлов,2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2938,ГАПОУ СО Уральский государственный колледж имени И.И. Ползунова,Министерство образования и молодежной политики,22.02.02,Металлургия цветных металлов,3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2939,ГАПОУ СО Уральский государственный колледж имени И.И. Ползунова,Министерство образования и молодежной политики,22.02.02,Металлургия цветных металлов,4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2940,ГАПОУ СО Уральский государственный колледж имени И.И. Ползунова,Министерство образования и молодежной политики,22.02.02,Металлургия цветных металлов,5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2941,ГАПОУ СО Уральский государственный колледж имени И.И. Ползунова,Министерство образования и молодежной политики,40.02.01,Право и организация социального обеспечения,1,Всего,44835,11,9,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2942,ГАПОУ СО Уральский государственный колледж имени И.И. Ползунова,Министерство образования и молодежной политики,40.02.01,Право и организация социального обеспечения,2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2943,ГАПОУ СО Уральский государственный колледж имени И.И. Ползунова,Министерство образования и молодежной политики,40.02.01,Право и организация социального обеспечения,3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2944,ГАПОУ СО Уральский государственный колледж имени И.И. Ползунова,Министерство образования и молодежной политики,40.02.01,Право и организация социального обеспечения,4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2945,ГАПОУ СО Уральский государственный колледж имени И.И. Ползунова,Министерство образования и молодежной политики,40.02.01,Право и организация социального обеспечения,5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2946,ГАПОУ СО Уральский железнодорожный техникум,Министерство образования и молодежной политики,08.02.10,Строительство железных дорог; путь и путевое хозяйство,1,Всего,44835,33,25,17,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"2947,ГАПОУ СО Уральский железнодорожный техникум,Министерство образования и молодежной политики,08.02.10,Строительство железных дорог; путь и путевое хозяйство,2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"2948,ГАПОУ СО Уральский железнодорожный техникум,Министерство образования и молодежной политики,08.02.10,Строительство железных дорог; путь и путевое хозяйство,3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"2949,ГАПОУ СО Уральский железнодорожный техникум,Министерство образования и молодежной политики,08.02.10,Строительство железных дорог; путь и путевое хозяйство,4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"2950,ГАПОУ СО Уральский железнодорожный техникум,Министерство образования и молодежной политики,08.02.10,Строительство железных дорог; путь и путевое хозяйство,5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2951,ГАПОУ СО Уральский железнодорожный техникум,Министерство образования и молодежной политики,09.02.07,Информационные системы и программирование,1,Всего,44835,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2952,ГАПОУ СО Уральский железнодорожный техникум,Министерство образования и молодежной политики,09.02.07,Информационные системы и программирование,2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2953,ГАПОУ СО Уральский железнодорожный техникум,Министерство образования и молодежной политики,09.02.07,Информационные системы и программирование,3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2954,ГАПОУ СО Уральский железнодорожный техникум,Министерство образования и молодежной политики,09.02.07,Информационные системы и программирование,4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2955,ГАПОУ СО Уральский железнодорожный техникум,Министерство образования и молодежной политики,09.02.07,Информационные системы и программирование,5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2956,ГАПОУ СО Уральский железнодорожный техникум,Министерство образования и молодежной политики,23.02.01,Организация перевозок и управление на транспорте (по видам),1,Всего,44835,89,77,54,0,1,1,2,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2957,ГАПОУ СО Уральский железнодорожный техникум,Министерство образования и молодежной политики,23.02.01,Организация перевозок и управление на транспорте (по видам),2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2958,ГАПОУ СО Уральский железнодорожный техникум,Министерство образования и молодежной политики,23.02.01,Организация перевозок и управление на транспорте (по видам),3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2959,ГАПОУ СО Уральский железнодорожный техникум,Министерство образования и молодежной политики,23.02.01,Организация перевозок и управление на транспорте (по видам),4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2960,ГАПОУ СО Уральский железнодорожный техникум,Министерство образования и молодежной политики,23.02.01,Организация перевозок и управление на транспорте (по видам),5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2961,ГАПОУ СО Уральский железнодорожный техникум,Министерство образования и молодежной политики,23.02.06,Техническая эксплуатация подвижного состава железных дорог,1,Всего,44835,79,55,42,0,4,1,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2962,ГАПОУ СО Уральский железнодорожный техникум,Министерство образования и молодежной политики,23.02.06,Техническая эксплуатация подвижного состава железных дорог,2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2963,ГАПОУ СО Уральский железнодорожный техникум,Министерство образования и молодежной политики,23.02.06,Техническая эксплуатация подвижного состава железных дорог,3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2964,ГАПОУ СО Уральский железнодорожный техникум,Министерство образования и молодежной политики,23.02.06,Техническая эксплуатация подвижного состава железных дорог,4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2965,ГАПОУ СО Уральский железнодорожный техникум,Министерство образования и молодежной политики,23.02.06,Техническая эксплуатация подвижного состава железных дорог,5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2966,ГАПОУ СО Уральский железнодорожный техникум,Министерство образования и молодежной политики,27.02.03,Автоматика и телемеханика на транспорте (железнодорожном транспорте),1,Всего,44835,28,21,14,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2967,ГАПОУ СО Уральский железнодорожный техникум,Министерство образования и молодежной политики,27.02.03,Автоматика и телемеханика на транспорте (железнодорожном транспорте),2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2968,ГАПОУ СО Уральский железнодорожный техникум,Министерство образования и молодежной политики,27.02.03,Автоматика и телемеханика на транспорте (железнодорожном транспорте),3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2969,ГАПОУ СО Уральский железнодорожный техникум,Министерство образования и молодежной политики,27.02.03,Автоматика и телемеханика на транспорте (железнодорожном транспорте),4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2970,ГАПОУ СО Уральский железнодорожный техникум,Министерство образования и молодежной политики,27.02.03,Автоматика и телемеханика на транспорте (железнодорожном транспорте),5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2971,ГАПОУ СО Уральский железнодорожный техникум,Министерство образования и молодежной политики,38.02.03,Операционная деятельность в логистике,1,Всего,44835,48,34,26,0,0,0,8,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2972,ГАПОУ СО Уральский железнодорожный техникум,Министерство образования и молодежной политики,38.02.03,Операционная деятельность в логистике,2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2973,ГАПОУ СО Уральский железнодорожный техникум,Министерство образования и молодежной политики,38.02.03,Операционная деятельность в логистике,3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2974,ГАПОУ СО Уральский железнодорожный техникум,Министерство образования и молодежной политики,38.02.03,Операционная деятельность в логистике,4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2975,ГАПОУ СО Уральский железнодорожный техникум,Министерство образования и молодежной политики,38.02.03,Операционная деятельность в логистике,5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2976,ГАПОУ СО Уральский железнодорожный техникум,Министерство образования и молодежной политики,09.01.03,Мастер по обработке цифровой информации,1,Всего,44835,19,16,5,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2977,ГАПОУ СО Уральский железнодорожный техникум,Министерство образования и молодежной политики,09.01.03,Мастер по обработке цифровой информации,2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2978,ГАПОУ СО Уральский железнодорожный техникум,Министерство образования и молодежной политики,09.01.03,Мастер по обработке цифровой информации,3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2979,ГАПОУ СО Уральский железнодорожный техникум,Министерство образования и молодежной политики,09.01.03,Мастер по обработке цифровой информации,4,Инвалиды и дети-инвалиды,44835,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2980,ГАПОУ СО Уральский железнодорожный техникум,Министерство образования и молодежной политики,09.01.03,Мастер по обработке цифровой информации,5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2981,ГАПОУ СО Уральский железнодорожный техникум,Министерство образования и молодежной политики,23.01.09,Машинист локомотива,1,Всего,44835,62,3,3,0,0,0,2,28,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0
2982,ГАПОУ СО Уральский железнодорожный техникум,Министерство образования и молодежной политики,23.01.09,Машинист локомотива,2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2983,ГАПОУ СО Уральский железнодорожный техникум,Министерство образования и молодежной политики,23.01.09,Машинист локомотива,3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2984,ГАПОУ СО Уральский железнодорожный техникум,Министерство образования и молодежной политики,23.01.09,Машинист локомотива,4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2985,ГАПОУ СО Уральский железнодорожный техникум,Министерство образования и молодежной политики,23.01.09,Машинист локомотива,5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2986,ГАПОУ СО Уральский железнодорожный техникум,Министерство образования и молодежной политики,29.01.05,Закройщик,1,Всего,44835,7,6,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2987,ГАПОУ СО Уральский железнодорожный техникум,Министерство образования и молодежной политики,29.01.05,Закройщик,2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2988,ГАПОУ СО Уральский железнодорожный техникум,Министерство образования и молодежной политики,29.01.05,Закройщик,3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2989,ГАПОУ СО Уральский железнодорожный техникум,Министерство образования и молодежной политики,29.01.05,Закройщик,4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2990,ГАПОУ СО Уральский железнодорожный техникум,Министерство образования и молодежной политики,29.01.05,Закройщик,5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2991,ГАПОУ СО Уральский железнодорожный техникум,Министерство образования и молодежной политики,43.01.05,Оператор по обработке перевозочных документов на железнодорожном транспорте,1,Всего,44835,19,12,7,0,0,0,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2992,ГАПОУ СО Уральский железнодорожный техникум,Министерство образования и молодежной политики,43.01.05,Оператор по обработке перевозочных документов на железнодорожном транспорте,2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
